Data_Month_Date,Country,HB_Treatment_Description,Treatment_Location_Code,Treatment_Location_Name,ED_MIU,Number_Of_Attendances_agg,Number_of_Attendances_Epi,Number_Meeting_Target_agg,Number_Meeting_Target_epi,Discharge_destination_admission_to_same,Discharge_destination_other_spec,Discharge_destination_residence,Discharge_destination_transfer,Discharge_destination_unknown,Attendance_greater_8hrs,Attendances_greater_12hrs
Sep-07,NHS Scotland,NHS Grampian,N411H,Dr Gray's Hospital - ED,ED,1963,1963,1838,1838,482,8,1412,19,42,6,1
Sep-07,NHS Scotland,NHS Grampian,N431H,Seafield Hospital,MIU/Other,76,,76,,,,,,,,
Sep-07,NHS Scotland,NHS Grampian,N432H,Stephen Hospital,MIU/Other,31,,31,,,,,,,,
Sep-07,NHS Scotland,NHS Grampian,N433H,Turner Memorial Hospital,MIU/Other,106,,106,,,,,,,,
Sep-07,NHS Scotland,NHS Grampian,N434H,Leanchoil Hospital,MIU/Other,74,,74,,,,,,,,
Sep-07,NHS Scotland,NHS Grampian,N451H,Fleming Hospital,MIU/Other,39,,39,,,,,,,,
Sep-07,NHS Scotland,NHS Grampian,N494H,Kincardine Community Hospital,MIU/Other,139,139,139,139,0,0,121,18,0,0,0
Sep-07,NHS Scotland,NHS Greater Glasgow & Clyde,C206H,Vale Of Leven District General Hospital,MIU/Other,1224,1224,1218,1218,321,1,789,99,14,0,0
Sep-07,NHS Scotland,NHS Greater Glasgow & Clyde,C313H,Inverclyde Royal Hospital - ED,ED,2616,2616,2581,2581,547,5,1883,24,157,0,0
Sep-07,NHS Scotland,NHS Greater Glasgow & Clyde,C418H,Royal Alexandra Hospital - ED,ED,5690,5690,5481,5481,1616,14,3679,69,312,7,0
Sep-07,NHS Scotland,NHS Greater Glasgow & Clyde,G107H,Glasgow Royal Infirmary - ED,ED,6032,6032,5631,5631,1765,14,3812,135,306,18,4
Sep-07,NHS Scotland,NHS Greater Glasgow & Clyde,G207H,Stobhill Hospital - ED,ED,3410,3410,3262,3262,951,0,2289,40,130,3,0
Sep-07,NHS Scotland,NHS Greater Glasgow & Clyde,G306H,Victoria Infirmary - ED,ED,5838,5838,5712,5712,1535,19,4067,136,81,1,0
Sep-07,NHS Scotland,NHS Greater Glasgow & Clyde,G405H,Southern General Hospital - ED,ED,4043,4043,3854,3854,1172,6,2745,26,94,3,0
Sep-07,NHS Scotland,NHS Greater Glasgow & Clyde,G513H,Royal Hospital For Children Glasgow - ED,ED,3168,3168,3123,3123,519,0,2641,1,7,1,1
Sep-07,NHS Scotland,NHS Greater Glasgow & Clyde,G516H,Western Infirmary/Gartnavel General - ED,ED,4848,4848,4524,4524,1509,8,2917,140,274,15,3
Sep-07,NHS Scotland,NHS Highland,C103B,Campbeltown Hospital (2007-2009),MIU/Other,541,,537,,,,,,,,
Sep-07,NHS Scotland,NHS Highland,C106H,Cowal Community Hospital,MIU/Other,554,,554,,,,,,,,
Sep-07,NHS Scotland,NHS Highland,C108H,Islay Hospital,MIU/Other,77,,75,,,,,,,,
Sep-07,NHS Scotland,NHS Highland,C110H,Mid Argyll Community Hospital And Integrated Care Centre (2007-2009),MIU/Other,266,,264,,,,,,,,
Sep-07,NHS Scotland,NHS Highland,C113H,Victoria Hospital (NHS Highland),MIU/Other,386,,382,,,,,,,,
Sep-07,NHS Scotland,NHS Highland,C117J,Dunaros Hospital,MIU/Other,35,,34,,,,,,,,
Sep-07,NHS Scotland,NHS Highland,C121H,Lorn & Islands Hospital - ED,ED,557,,552,,,,,,,,
Sep-07,NHS Scotland,NHS Highland,H101H,Dunbar Hospital,MIU/Other,204,,204,,,,,,,,
Sep-07,NHS Scotland,NHS Highland,H103H,Caithness General Hospital - ED,ED,478,,475,,,,,,,,
Sep-07,NHS Scotland,NHS Highland,H106H,Lawson Memorial Hospital,MIU/Other,43,,43,,,,,,,,
Sep-07,NHS Scotland,NHS Highland,H202H,Raigmore Hospital - ED,ED,2611,2611,2556,2556,576,21,2013,1,0,1,0
Sep-07,NHS Scotland,NHS Highland,H208H,Nairn Town And County Hospital,MIU/Other,237,,236,,,,,,,,
Sep-07,NHS Scotland,NHS Highland,H210H,Ian Charles Community Hospital,MIU/Other,122,,122,,,,,,,,
Sep-07,NHS Scotland,NHS Highland,H212H,Belford Hospital - ED,ED,761,,749,,,,,,,,
Sep-07,NHS Scotland,NHS Highland,H214H,Dr Mackinnon Memorial Hospital,MIU/Other,244,,237,,,,,,,,
Sep-07,NHS Scotland,NHS Highland,H215H,Portree Community Hospital,MIU/Other,117,,116,,,,,,,,
Sep-07,NHS Scotland,NHS Highland,H217H,Ross Memorial Hospital,MIU/Other,196,,196,,,,,,,,
Sep-07,NHS Scotland,NHS Highland,H219H,County Community Hospital,MIU/Other,76,,75,,,,,,,,
Sep-07,NHS Scotland,NHS Highland,H227B,Aviemore Health Centre,MIU/Other,123,,123,,,,,,,,
Sep-07,NHS Scotland,NHS Lanarkshire,L106H,University Hospital Monklands - ED,ED,5495,5495,5384,5384,1515,2,3954,12,12,4,0
Sep-07,NHS Scotland,NHS Lanarkshire,L206H,Kello Hospital,MIU/Other,161,,161,,,,,,,,
Sep-07,NHS Scotland,NHS Lanarkshire,L207H,Lady Home Hospital,MIU/Other,228,,228,,,,,,,,
Sep-07,NHS Scotland,NHS Lanarkshire,L302H,University Hospital Hairmyres - ED,ED,4752,4752,4530,4530,984,7,3710,17,34,50,27
Sep-07,NHS Scotland,NHS Lanarkshire,L308H,University Hospital Wishaw - ED,ED,5511,5511,5420,5420,1303,7,4162,20,19,5,0
Sep-07,NHS Scotland,NHS Lothian,S116H,Western General Hospital,MIU/Other,3001,3001,2785,2785,874,2,2125,0,0,11,1
Sep-07,NHS Scotland,NHS Lothian,S308H,St John's Hospital - ED,ED,3999,3999,3937,3937,719,7,2943,106,224,2,0
Sep-07,NHS Scotland,NHS Lothian,S314H,Royal Infirmary Of Edinburgh - ED,ED,8887,8887,8229,8229,2786,21,5882,198,0,27,1
Sep-07,NHS Scotland,NHS Lothian,S319H,Royal Hospital for Children and Young People Edinburgh - ED,ED,2902,2902,2880,2880,435,1,2466,0,0,0,0
Sep-07,NHS Scotland,NHS Orkney,R103H,Balfour Hospital - MIU,MIU/Other,242,,242,,,,,,,,
Sep-07,NHS Scotland,NHS Shetland,Z102H,Gilbert Bain Hospital - ED,ED,713,713,691,691,138,2,537,3,33,3,2
Sep-07,NHS Scotland,NHS Tayside,T101H,Ninewells Hospital - ED,ED,4113,4113,4086,4086,943,13,3053,22,82,0,0
Sep-07,NHS Scotland,NHS Tayside,T202H,Perth Royal Infirmary - ED,ED,2142,2142,2118,2118,369,6,1552,55,160,1,0
Sep-07,NHS Scotland,NHS Tayside,T208H,Irvine Memorial Hospital,MIU/Other,57,57,57,57,0,0,57,0,0,0,0
Sep-07,NHS Scotland,NHS Tayside,T209H,Blairgowrie Community Hospital,MIU/Other,170,170,170,170,4,0,166,0,0,0,0
Sep-07,NHS Scotland,NHS Tayside,T304H,Arbroath Infirmary,MIU/Other,783,783,782,782,10,0,730,43,0,0,0
Sep-07,NHS Scotland,NHS Tayside,T305H,Brechin Infirmary,MIU/Other,164,164,164,164,3,0,161,0,0,0,0
Sep-07,NHS Scotland,NHS Tayside,T319H,Whitehills Health And Community Care Centre,MIU/Other,434,434,432,432,10,0,423,1,0,0,0
Sep-07,NHS Scotland,NHS Tayside,T357C,Links Health Centre,MIU/Other,375,375,375,375,22,0,343,10,0,0,0
Sep-07,NHS Scotland,NHS Western Isles,W106H,St Brendan's Hospital,MIU/Other,16,,16,,,,,,,,
Sep-07,NHS Scotland,NHS Western Isles,W107H,Western Isles Hospital - ED,ED,689,689,664,664,172,0,493,1,23,0,0
Sep-07,NHS Scotland,NHS Western Isles,W108H,Uist & Barra Hospital,MIU/Other,106,,106,,,,,,,,
Oct-07,NHS Scotland,NHS Ayrshire & Arran,A101H,Arran War Memorial Hospital,MIU/Other,165,,165,,,,,,,,
Oct-07,NHS Scotland,NHS Ayrshire & Arran,A110H,Lady Margaret Hospital,MIU/Other,74,,74,,,,,,,,
Oct-07,NHS Scotland,NHS Ayrshire & Arran,A111H,University Hospital Crosshouse - ED,ED,5481,5481,5374,5374,2038,13,3292,44,94,3,1
Oct-07,NHS Scotland,NHS Ayrshire & Arran,A207H,Davidson Cottage Hospital,MIU/Other,83,,83,,,,,,,,
Oct-07,NHS Scotland,NHS Ayrshire & Arran,A210H,University Hospital Ayr - ED,ED,3452,3452,3304,3304,1275,0,2033,78,66,1,0
Oct-07,NHS Scotland,NHS Borders,B103H,Knoll Community Hospital,MIU/Other,13,,13,,,,,,,,
Oct-07,NHS Scotland,NHS Borders,B105H,Hawick Community  Hospital,MIU/Other,88,,88,,,,,,,,
Oct-07,NHS Scotland,NHS Borders,B114H,Kelso Community Hospital,MIU/Other,26,,26,,,,,,,,
Oct-07,NHS Scotland,NHS Borders,B118H,Hay Lodge Hospital,MIU/Other,96,,96,,,,,,,,
Oct-07,NHS Scotland,NHS Borders,B120H,Borders General Hospital - ED,ED,1912,1912,1895,1895,639,3,1056,20,194,0,0
Oct-07,NHS Scotland,NHS Dumfries & Galloway,Y101H,Castle Douglas Hospital,MIU/Other,63,,63,,,,,,,,
Oct-07,NHS Scotland,NHS Dumfries & Galloway,Y106H,Kirkcudbright Hospital,MIU/Other,51,,51,,,,,,,,
Oct-07,NHS Scotland,NHS Dumfries & Galloway,Y109H,Moffat Hospital,MIU/Other,13,,13,,,,,,,,
Oct-07,NHS Scotland,NHS Dumfries & Galloway,Y110H,Newton Stewart Hospital,MIU/Other,61,,61,,,,,,,,
Oct-07,NHS Scotland,NHS Dumfries & Galloway,Y144H,Galloway Community Hospital - ED,ED,913,,890,,,,,,,,
Oct-07,NHS Scotland,NHS Dumfries & Galloway,Y146H,Dumfries & Galloway Royal Infirmary - ED,ED,2760,2760,2724,2724,924,4,1765,19,48,1,0
Oct-07,NHS Scotland,NHS Fife,F704H,Victoria Hospital (NHS Fife) - ED,ED,3726,3726,3629,3629,635,158,2831,35,67,1,0
Oct-07,NHS Scotland,NHS Fife,F708H,Adamson Hospital,MIU/Other,149,,149,,,,,,,,
Oct-07,NHS Scotland,NHS Fife,F709H,St Andrews Community Hospital,MIU/Other,319,,319,,,,,,,,
Oct-07,NHS Scotland,NHS Fife,F805H,Queen Margaret Hospital - ED,ED,3358,3358,3275,3275,680,169,2444,29,36,3,0
Oct-07,NHS Scotland,NHS Forth Valley,V102H,Falkirk Community Hospital,MIU/Other,1812,1812,1810,1810,0,0,1295,207,310,0,0
Oct-07,NHS Scotland,NHS Forth Valley,V201H,Stirling Royal Infirmary - ED,ED,4018,4018,3940,3940,1138,7,2307,38,528,3,0
Oct-07,NHS Scotland,NHS Grampian,N101H,Aberdeen Royal Infirmary - ED,ED,5279,5279,5144,5144,1216,31,3920,78,34,9,1
Oct-07,NHS Scotland,NHS Grampian,N121H,Royal Aberdeen Children's Hospital - ED,ED,1341,1341,1340,1340,361,0,979,1,0,0,0
Oct-07,NHS Scotland,NHS Grampian,N151H,Aboyne Hospital,MIU/Other,58,,58,,,,,,,,
Oct-07,NHS Scotland,NHS Grampian,N331H,Inverurie Hospital,MIU/Other,31,,31,,,,,,,,
Oct-07,NHS Scotland,NHS Grampian,N332H,Insch War Memorial Hospital,MIU/Other,51,,51,,,,,,,,
Oct-07,NHS Scotland,NHS Grampian,N333H,Peterhead Community Hospital,MIU/Other,1022,,1022,,,,,,,,
Oct-07,NHS Scotland,NHS Grampian,N334H,Fraserburgh Hospital,MIU/Other,933,,929,,,,,,,,
Oct-07,NHS Scotland,NHS Grampian,N335H,Jubilee Hospital,MIU/Other,241,,241,,,,,,,,
Oct-07,NHS Scotland,NHS Grampian,N336H,Turriff Hospital,MIU/Other,168,,168,,,,,,,,
Oct-07,NHS Scotland,NHS Grampian,N337H,Chalmers Hospital,MIU/Other,318,,318,,,,,,,,
Oct-07,NHS Scotland,NHS Grampian,N411H,Dr Gray's Hospital - ED,ED,1881,1881,1838,1838,536,3,1288,27,27,0,0
Oct-07,NHS Scotland,NHS Grampian,N431H,Seafield Hospital,MIU/Other,87,,87,,,,,,,,
Oct-07,NHS Scotland,NHS Grampian,N432H,Stephen Hospital,MIU/Other,23,,23,,,,,,,,
Oct-07,NHS Scotland,NHS Grampian,N433H,Turner Memorial Hospital,MIU/Other,110,,110,,,,,,,,
Oct-07,NHS Scotland,NHS Grampian,N434H,Leanchoil Hospital,MIU/Other,41,,41,,,,,,,,
Oct-07,NHS Scotland,NHS Grampian,N451H,Fleming Hospital,MIU/Other,25,,25,,,,,,,,
Oct-07,NHS Scotland,NHS Grampian,N494H,Kincardine Community Hospital,MIU/Other,125,125,125,125,0,0,100,24,1,0,0
Oct-07,NHS Scotland,NHS Greater Glasgow & Clyde,C206H,Vale Of Leven District General Hospital,MIU/Other,1196,1196,1193,1193,318,0,784,84,10,0,0
Oct-07,NHS Scotland,NHS Greater Glasgow & Clyde,C313H,Inverclyde Royal Hospital - ED,ED,2645,2645,2590,2590,581,7,1904,32,121,0,0
Oct-07,NHS Scotland,NHS Greater Glasgow & Clyde,C418H,Royal Alexandra Hospital - ED,ED,5797,5797,5579,5579,1712,7,3651,62,365,4,0
Oct-07,NHS Scotland,NHS Greater Glasgow & Clyde,G107H,Glasgow Royal Infirmary - ED,ED,6562,6562,6174,6174,2091,19,3934,134,384,15,0
Oct-07,NHS Scotland,NHS Greater Glasgow & Clyde,G207H,Stobhill Hospital - ED,ED,3577,3577,3434,3434,1064,1,2333,54,125,1,0
Oct-07,NHS Scotland,NHS Greater Glasgow & Clyde,G306H,Victoria Infirmary - ED,ED,5788,5788,5676,5676,1572,21,4022,138,35,2,1
Oct-07,NHS Scotland,NHS Greater Glasgow & Clyde,G405H,Southern General Hospital - ED,ED,4028,4028,3852,3852,1241,9,2604,36,138,3,0
Oct-07,NHS Scotland,NHS Greater Glasgow & Clyde,G513H,Royal Hospital For Children Glasgow - ED,ED,3316,3316,3249,3249,528,1,2776,4,7,0,0
Oct-07,NHS Scotland,NHS Greater Glasgow & Clyde,G516H,Western Infirmary/Gartnavel General - ED,ED,5270,5270,4876,4876,1701,7,3198,108,256,21,3
Oct-07,NHS Scotland,NHS Highland,C103B,Campbeltown Hospital (2007-2009),MIU/Other,489,,488,,,,,,,,
Oct-07,NHS Scotland,NHS Highland,C106H,Cowal Community Hospital,MIU/Other,521,,520,,,,,,,,
Oct-07,NHS Scotland,NHS Highland,C108H,Islay Hospital,MIU/Other,80,,79,,,,,,,,
Oct-07,NHS Scotland,NHS Highland,C110H,Mid Argyll Community Hospital And Integrated Care Centre (2007-2009),MIU/Other,299,,290,,,,,,,,
Oct-07,NHS Scotland,NHS Highland,C113H,Victoria Hospital (NHS Highland),MIU/Other,284,,279,,,,,,,,
Oct-07,NHS Scotland,NHS Highland,C117J,Dunaros Hospital,MIU/Other,66,,65,,,,,,,,
Oct-07,NHS Scotland,NHS Highland,C121H,Lorn & Islands Hospital - ED,ED,496,,494,,,,,,,,
Oct-07,NHS Scotland,NHS Highland,H101H,Dunbar Hospital,MIU/Other,191,,191,,,,,,,,
Oct-07,NHS Scotland,NHS Highland,H103H,Caithness General Hospital - ED,ED,477,,473,,,,,,,,
Oct-07,NHS Scotland,NHS Highland,H106H,Lawson Memorial Hospital,MIU/Other,70,,70,,,,,,,,
Oct-07,NHS Scotland,NHS Highland,H202H,Raigmore Hospital - ED,ED,2360,2360,2337,2337,512,20,1828,0,0,2,0
Oct-07,NHS Scotland,NHS Highland,H208H,Nairn Town And County Hospital,MIU/Other,195,,195,,,,,,,,
Oct-07,NHS Scotland,NHS Highland,H210H,Ian Charles Community Hospital,MIU/Other,79,,78,,,,,,,,
Oct-07,NHS Scotland,NHS Highland,H212H,Belford Hospital - ED,ED,791,,781,,,,,,,,
Oct-07,NHS Scotland,NHS Highland,H214H,Dr Mackinnon Memorial Hospital,MIU/Other,213,,207,,,,,,,,
Oct-07,NHS Scotland,NHS Highland,H215H,Portree Community Hospital,MIU/Other,120,,120,,,,,,,,
Oct-07,NHS Scotland,NHS Highland,H217H,Ross Memorial Hospital,MIU/Other,169,,169,,,,,,,,
Oct-07,NHS Scotland,NHS Highland,H219H,County Community Hospital,MIU/Other,83,,83,,,,,,,,
Oct-07,NHS Scotland,NHS Highland,H227B,Aviemore Health Centre,MIU/Other,149,,149,,,,,,,,
Oct-07,NHS Scotland,NHS Lanarkshire,L106H,University Hospital Monklands - ED,ED,5627,5627,5417,5417,1641,12,3934,17,23,7,0
Oct-07,NHS Scotland,NHS Lanarkshire,L206H,Kello Hospital,MIU/Other,160,,160,,,,,,,,
Oct-07,NHS Scotland,NHS Lanarkshire,L207H,Lady Home Hospital,MIU/Other,133,,133,,,,,,,,
Oct-07,NHS Scotland,NHS Lanarkshire,L302H,University Hospital Hairmyres - ED,ED,4461,4461,4296,4296,880,7,3530,11,33,20,5
Oct-07,NHS Scotland,NHS Lanarkshire,L308H,University Hospital Wishaw - ED,ED,5575,5575,5479,5479,1336,3,4203,7,26,4,1
Oct-07,NHS Scotland,NHS Lothian,S116H,Western General Hospital,MIU/Other,2934,2934,2745,2745,954,4,1972,4,0,8,0
Oct-07,NHS Scotland,NHS Lothian,S308H,St John's Hospital - ED,ED,3871,3871,3796,3796,759,7,2790,91,224,2,0
Oct-07,NHS Scotland,NHS Lothian,S314H,Royal Infirmary Of Edinburgh - ED,ED,8971,8971,8438,8438,2829,13,5978,151,0,13,0
Oct-07,NHS Scotland,NHS Lothian,S319H,Royal Hospital for Children and Young People Edinburgh - ED,ED,2956,2956,2928,2928,528,1,2425,2,0,0,0
Oct-07,NHS Scotland,NHS Orkney,R103H,Balfour Hospital - MIU,MIU/Other,199,,199,,,,,,,,
Oct-07,NHS Scotland,NHS Shetland,Z102H,Gilbert Bain Hospital - ED,ED,676,676,670,670,130,0,519,0,27,1,0
Oct-07,NHS Scotland,NHS Tayside,T101H,Ninewells Hospital - ED,ED,4057,4057,4025,4025,952,14,2960,30,101,0,0
Oct-07,NHS Scotland,NHS Tayside,T202H,Perth Royal Infirmary - ED,ED,2105,2105,2071,2071,403,2,1489,61,150,0,0
Oct-07,NHS Scotland,NHS Tayside,T208H,Irvine Memorial Hospital,MIU/Other,52,52,52,52,0,0,52,0,0,0,0
Oct-07,NHS Scotland,NHS Tayside,T209H,Blairgowrie Community Hospital,MIU/Other,116,116,116,116,2,0,114,0,0,0,0
Oct-07,NHS Scotland,NHS Tayside,T304H,Arbroath Infirmary,MIU/Other,666,666,666,666,39,0,627,0,0,0,0
Oct-07,NHS Scotland,NHS Tayside,T305H,Brechin Infirmary,MIU/Other,143,143,143,143,3,0,140,0,0,0,0
Oct-07,NHS Scotland,NHS Tayside,T319H,Whitehills Health And Community Care Centre,MIU/Other,405,405,405,405,4,0,401,0,0,0,0
Oct-07,NHS Scotland,NHS Tayside,T357C,Links Health Centre,MIU/Other,408,408,407,407,13,0,395,0,0,0,0
Oct-07,NHS Scotland,NHS Western Isles,W106H,St Brendan's Hospital,MIU/Other,14,,14,,,,,,,,
Oct-07,NHS Scotland,NHS Western Isles,W107H,Western Isles Hospital - ED,ED,643,643,627,627,155,0,476,1,11,0,0
Oct-07,NHS Scotland,NHS Western Isles,W108H,Uist & Barra Hospital,MIU/Other,114,,114,,,,,,,,
Nov-07,NHS Scotland,NHS Ayrshire & Arran,A101H,Arran War Memorial Hospital,MIU/Other,111,,111,,,,,,,,
Nov-07,NHS Scotland,NHS Ayrshire & Arran,A110H,Lady Margaret Hospital,MIU/Other,42,,42,,,,,,,,
Nov-07,NHS Scotland,NHS Ayrshire & Arran,A111H,University Hospital Crosshouse - ED,ED,5119,5119,5042,5042,2014,7,2877,14,207,4,0
Nov-07,NHS Scotland,NHS Ayrshire & Arran,A207H,Davidson Cottage Hospital,MIU/Other,117,,117,,,,,,,,
Nov-07,NHS Scotland,NHS Ayrshire & Arran,A210H,University Hospital Ayr - ED,ED,3061,3061,2980,2980,1176,0,1748,60,77,2,0
Nov-07,NHS Scotland,NHS Borders,B103H,Knoll Community Hospital,MIU/Other,12,,12,,,,,,,,
Nov-07,NHS Scotland,NHS Borders,B105H,Hawick Community  Hospital,MIU/Other,71,,71,,,,,,,,
Nov-07,NHS Scotland,NHS Borders,B114H,Kelso Community Hospital,MIU/Other,32,,32,,,,,,,,
Nov-07,NHS Scotland,NHS Borders,B118H,Hay Lodge Hospital,MIU/Other,53,,53,,,,,,,,
Nov-07,NHS Scotland,NHS Borders,B120H,Borders General Hospital - ED,ED,1805,1805,1784,1784,620,3,976,27,179,0,0
Nov-07,NHS Scotland,NHS Dumfries & Galloway,Y101H,Castle Douglas Hospital,MIU/Other,51,,51,,,,,,,,
Nov-07,NHS Scotland,NHS Dumfries & Galloway,Y106H,Kirkcudbright Hospital,MIU/Other,53,,53,,,,,,,,
Nov-07,NHS Scotland,NHS Dumfries & Galloway,Y109H,Moffat Hospital,MIU/Other,1,,1,,,,,,,,
Nov-07,NHS Scotland,NHS Dumfries & Galloway,Y110H,Newton Stewart Hospital,MIU/Other,13,,13,,,,,,,,
Nov-07,NHS Scotland,NHS Dumfries & Galloway,Y144H,Galloway Community Hospital - ED,ED,877,,866,,,,,,,,
Nov-07,NHS Scotland,NHS Dumfries & Galloway,Y146H,Dumfries & Galloway Royal Infirmary - ED,ED,2618,2618,2577,2577,910,7,1669,13,19,0,0
Nov-07,NHS Scotland,NHS Fife,F704H,Victoria Hospital (NHS Fife) - ED,ED,3361,3361,3287,3287,574,30,2646,44,67,0,0
Nov-07,NHS Scotland,NHS Fife,F708H,Adamson Hospital,MIU/Other,147,,147,,,,,,,,
Nov-07,NHS Scotland,NHS Fife,F709H,St Andrews Community Hospital,MIU/Other,268,,268,,,,,,,,
Nov-07,NHS Scotland,NHS Fife,F805H,Queen Margaret Hospital - ED,ED,3186,3186,3062,3062,699,119,2258,26,84,4,0
Nov-07,NHS Scotland,NHS Forth Valley,V102H,Falkirk Community Hospital,MIU/Other,1610,1610,1606,1606,0,0,1182,177,251,0,0
Nov-07,NHS Scotland,NHS Forth Valley,V201H,Stirling Royal Infirmary - ED,ED,3903,3903,3817,3817,1172,4,2193,27,507,2,0
Nov-07,NHS Scotland,NHS Grampian,N101H,Aberdeen Royal Infirmary - ED,ED,4974,4974,4738,4738,1210,22,3629,87,26,27,6
Nov-07,NHS Scotland,NHS Grampian,N121H,Royal Aberdeen Children's Hospital - ED,ED,1204,1204,1202,1202,374,0,827,2,1,0,0
Nov-07,NHS Scotland,NHS Grampian,N151H,Aboyne Hospital,MIU/Other,66,,66,,,,,,,,
Nov-07,NHS Scotland,NHS Grampian,N331H,Inverurie Hospital,MIU/Other,39,,39,,,,,,,,
Nov-07,NHS Scotland,NHS Grampian,N332H,Insch War Memorial Hospital,MIU/Other,61,,61,,,,,,,,
Nov-07,NHS Scotland,NHS Grampian,N333H,Peterhead Community Hospital,MIU/Other,926,,925,,,,,,,,
Nov-07,NHS Scotland,NHS Grampian,N334H,Fraserburgh Hospital,MIU/Other,769,,765,,,,,,,,
Nov-07,NHS Scotland,NHS Grampian,N335H,Jubilee Hospital,MIU/Other,215,,215,,,,,,,,
Nov-07,NHS Scotland,NHS Grampian,N336H,Turriff Hospital,MIU/Other,163,,163,,,,,,,,
Nov-07,NHS Scotland,NHS Grampian,N337H,Chalmers Hospital,MIU/Other,271,,271,,,,,,,,
Nov-07,NHS Scotland,NHS Grampian,N411H,Dr Gray's Hospital - ED,ED,1699,1699,1680,1680,505,3,1157,13,21,0,0
Nov-07,NHS Scotland,NHS Grampian,N431H,Seafield Hospital,MIU/Other,58,,58,,,,,,,,
Nov-07,NHS Scotland,NHS Grampian,N432H,Stephen Hospital,MIU/Other,31,,31,,,,,,,,
Nov-07,NHS Scotland,NHS Grampian,N433H,Turner Memorial Hospital,MIU/Other,94,,94,,,,,,,,
Nov-07,NHS Scotland,NHS Grampian,N434H,Leanchoil Hospital,MIU/Other,52,,52,,,,,,,,
Nov-07,NHS Scotland,NHS Grampian,N451H,Fleming Hospital,MIU/Other,25,,25,,,,,,,,
Nov-07,NHS Scotland,NHS Grampian,N494H,Kincardine Community Hospital,MIU/Other,122,122,122,122,0,0,104,18,0,0,0
Nov-07,NHS Scotland,NHS Greater Glasgow & Clyde,C206H,Vale Of Leven District General Hospital,MIU/Other,1153,1153,1148,1148,311,1,770,65,6,0,0
Nov-07,NHS Scotland,NHS Greater Glasgow & Clyde,C313H,Inverclyde Royal Hospital - ED,ED,2493,2493,2459,2459,572,1,1800,30,90,1,0
Nov-07,NHS Scotland,NHS Greater Glasgow & Clyde,C418H,Royal Alexandra Hospital - ED,ED,5317,5317,5214,5214,1532,11,3383,54,337,3,0
Nov-07,NHS Scotland,NHS Greater Glasgow & Clyde,G107H,Glasgow Royal Infirmary - ED,ED,5949,5949,5651,5651,1864,22,3670,112,281,1,0
Nov-07,NHS Scotland,NHS Greater Glasgow & Clyde,G207H,Stobhill Hospital - ED,ED,3302,3302,3185,3185,980,0,2164,41,117,4,0
Nov-07,NHS Scotland,NHS Greater Glasgow & Clyde,G306H,Victoria Infirmary - ED,ED,5412,5412,5320,5320,1446,9,3744,96,117,2,0
Nov-07,NHS Scotland,NHS Greater Glasgow & Clyde,G405H,Southern General Hospital - ED,ED,3750,3750,3590,3590,1079,5,2211,31,424,1,0
Nov-07,NHS Scotland,NHS Greater Glasgow & Clyde,G513H,Royal Hospital For Children Glasgow - ED,ED,3456,3456,3393,3393,515,0,2929,4,8,5,4
Nov-07,NHS Scotland,NHS Greater Glasgow & Clyde,G516H,Western Infirmary/Gartnavel General - ED,ED,4914,4914,4643,4643,1560,13,2974,100,267,12,7
Nov-07,NHS Scotland,NHS Highland,C103B,Campbeltown Hospital (2007-2009),MIU/Other,547,,541,,,,,,,,
Nov-07,NHS Scotland,NHS Highland,C106H,Cowal Community Hospital,MIU/Other,494,,494,,,,,,,,
Nov-07,NHS Scotland,NHS Highland,C108H,Islay Hospital,MIU/Other,59,,57,,,,,,,,
Nov-07,NHS Scotland,NHS Highland,C110H,Mid Argyll Community Hospital And Integrated Care Centre (2007-2009),MIU/Other,265,,260,,,,,,,,
Nov-07,NHS Scotland,NHS Highland,C113H,Victoria Hospital (NHS Highland),MIU/Other,266,,261,,,,,,,,
Nov-07,NHS Scotland,NHS Highland,C117J,Dunaros Hospital,MIU/Other,40,,40,,,,,,,,
Nov-07,NHS Scotland,NHS Highland,C121H,Lorn & Islands Hospital - ED,ED,480,,476,,,,,,,,
Nov-07,NHS Scotland,NHS Highland,H101H,Dunbar Hospital,MIU/Other,150,,150,,,,,,,,
Nov-07,NHS Scotland,NHS Highland,H103H,Caithness General Hospital - ED,ED,473,,471,,,,,,,,
Nov-07,NHS Scotland,NHS Highland,H106H,Lawson Memorial Hospital,MIU/Other,37,,37,,,,,,,,
Nov-07,NHS Scotland,NHS Highland,H202H,Raigmore Hospital - ED,ED,2218,2218,2191,2191,514,16,1687,1,0,0,0
Nov-07,NHS Scotland,NHS Highland,H208H,Nairn Town And County Hospital,MIU/Other,188,,186,,,,,,,,
Nov-07,NHS Scotland,NHS Highland,H210H,Ian Charles Community Hospital,MIU/Other,68,,67,,,,,,,,
Nov-07,NHS Scotland,NHS Highland,H212H,Belford Hospital - ED,ED,612,,608,,,,,,,,
Nov-07,NHS Scotland,NHS Highland,H214H,Dr Mackinnon Memorial Hospital,MIU/Other,207,,205,,,,,,,,
Nov-07,NHS Scotland,NHS Highland,H215H,Portree Community Hospital,MIU/Other,101,,100,,,,,,,,
Nov-07,NHS Scotland,NHS Highland,H217H,Ross Memorial Hospital,MIU/Other,165,,165,,,,,,,,
Nov-07,NHS Scotland,NHS Highland,H219H,County Community Hospital,MIU/Other,70,,70,,,,,,,,
